[2025-03-12 17:11:45,587] [INFO] Node started: localhost:30008 | index=9 | f=1, k=4
[2025-03-12 17:12:25,084] [INFO] [30008] PRE-PREPARE received: {'request_id': 1741767145002, 'data': 'llapbft_message_1741767145002', 'timestamp': 1741767145.0385158, 'leader': 30135, 'cluster_id': 2, 'cluster_ports': [30004, 30007, 30008, 30014, 30015, 30024, 30031, 30032, 30034, 30037, 30039, 30040, 30042, 30048, 30057, 30065, 30068, 30073, 30076, 30082, 30083, 30085, 30098, 30105, 30108, 30110, 30115, 30119, 30123, 30129, 30135, 30136, 30140, 30141, 30146, 30149, 30152, 30153, 30156, 30160, 30162, 30164, 30166, 30167, 30170, 30175, 30185, 30187, 30191, 30194, 30196, 30198], 'cluster_manager': {'host': 'localhost', 'port': 30032, 'latitude': 36.6267404, 'longitude': 127.4587946, 'altitude': 76, 'offset_m': 'lat: 15 m, lng: 26 m, alt: 76 m'}, 'simulated_delay': 0.00015333333333333334, 'distance': 91.29681666211003, 'message_size_bits': 5520}
[2025-03-12 17:12:25,109] [INFO] [30008] Broadcasting PREPARE: REQUEST 1741767145002
[2025-03-12 17:12:33,222] [INFO] [30008] COMMIT received from 30039 for REQUEST 1741767152662
[2025-03-12 17:12:33,222] [INFO] [30008] COMMIT received from 30015 for REQUEST 1741767152662
[2025-03-12 17:12:33,222] [INFO] [30008] COMMIT received from 30057 for REQUEST 1741767152662
[2025-03-12 17:12:33,222] [INFO] [30008] COMMIT received from 30110 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] COMMIT received from 30034 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] PREPARE received from 30194 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] PREPARE received from 30115 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] COMMIT received from 30098 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] PREPARE received from 30105 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] PREPARE received from 30057 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] PREPARE received from 30083 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] PREPARE received from 30015 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30008] COMMIT received from 30108 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] PREPARE received from 30039 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] PREPARE received from 30110 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] COMMIT received from 30115 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] PREPARE received from 30037 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] PREPARE received from 30162 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] COMMIT received from 30162 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] COMMIT received from 30082 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] PREPARE received from 30098 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30008] PREPARE received from 30141 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30008] PREPARE received from 30191 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30008] COMMIT received from 30140 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30008] COMMIT received from 30076 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30008] PREPARE received from 30156 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30008] PREPARE received from 30166 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30008] PREPARE received from 30004 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30008] COMMIT received from 30198 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30008] COMMIT received from 30136 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30008] COMMIT received from 30153 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30008] PREPARE received from 30136 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30008] COMMIT received from 30156 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30008] PREPARE received from 30076 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30008] COMMIT received from 30175 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30008] PREPARE received from 30198 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30008] PREPARE received from 30164 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30008] COMMIT received from 30004 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30008] COMMIT received from 30164 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30008] PREPARE received from 30140 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30008] COMMIT received from 30166 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30008] PREPARE received from 30153 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30008] COMMIT received from 30191 for REQUEST 1741767152662
[2025-03-12 17:12:33,250] [INFO] [30008] PREPARE received from 30185 for REQUEST 1741767152662
[2025-03-12 17:12:33,251] [INFO] [30008] PREPARE received from 30119 for REQUEST 1741767152662
[2025-03-12 17:12:33,251] [INFO] [30008] PREPARE received from 30187 for REQUEST 1741767152662
[2025-03-12 17:12:33,251] [INFO] [30008] PREPARE received from 30167 for REQUEST 1741767152662
[2025-03-12 17:12:33,251] [INFO] [30008] COMMIT received from 30185 for REQUEST 1741767152662
[2025-03-12 17:12:33,264] [INFO] [30008] COMMIT received from 30167 for REQUEST 1741767152662
[2025-03-12 17:12:33,328] [INFO] [30008] COMMIT received from 30187 for REQUEST 1741767152662
[2025-03-12 17:12:33,333] [INFO] [30008] COMMIT received from 30119 for REQUEST 1741767152662
[2025-03-12 17:12:33,333] [INFO] [30008] PREPARE received from 30196 for REQUEST 1741767152662
[2025-03-12 17:12:33,334] [INFO] [30008] PREPARE received from 30040 for REQUEST 1741767152662
[2025-03-12 17:12:33,356] [INFO] [30008] PREPARE received from 30170 for REQUEST 1741767152662
[2025-03-12 17:12:33,356] [INFO] [30008] PREPARE received from 30042 for REQUEST 1741767152662
[2025-03-12 17:12:33,365] [INFO] [30008] PREPARE received from 30014 for REQUEST 1741767152662
[2025-03-12 17:12:33,372] [INFO] [30008] COMMIT received from 30040 for REQUEST 1741767152662
[2025-03-12 17:12:33,378] [INFO] [30008] PREPARE received from 30160 for REQUEST 1741767152662
[2025-03-12 17:12:33,410] [INFO] [30008] COMMIT received from 30160 for REQUEST 1741767152662
[2025-03-12 17:12:33,410] [INFO] [30008] COMMIT received from 30037 for REQUEST 1741767152662
[2025-03-12 17:12:33,417] [INFO] [30008] COMMIT received from 30014 for REQUEST 1741767152662
[2025-03-12 17:12:33,454] [INFO] [30008] PREPARE received from 30149 for REQUEST 1741767152662
[2025-03-12 17:12:33,512] [INFO] [30008] PREPARE received from 30065 for REQUEST 1741767152662
[2025-03-12 17:12:33,514] [INFO] [30008] COMMIT received from 30065 for REQUEST 1741767152662
[2025-03-12 17:12:33,518] [INFO] [30008] COMMIT received from 30149 for REQUEST 1741767152662
[2025-03-12 17:12:33,541] [INFO] [30008] COMMIT received from 30135 for REQUEST 1741767152662
[2025-03-12 17:12:33,661] [INFO] [30008] PREPARE received from 30129 for REQUEST 1741767152662
[2025-03-12 17:12:33,674] [INFO] [30008] COMMIT received from 30129 for REQUEST 1741767152662
[2025-03-12 17:12:33,733] [INFO] [30008] PREPARE received from 30146 for REQUEST 1741767152662
[2025-03-12 17:12:33,745] [INFO] [30008] COMMIT received from 30146 for REQUEST 1741767152662
[2025-03-12 17:12:33,768] [INFO] [30008] PREPARE received from 30007 for REQUEST 1741767152662
[2025-03-12 17:12:33,817] [INFO] [30008] COMMIT received from 30007 for REQUEST 1741767152662
[2025-03-12 17:12:33,840] [INFO] [30008] COMMIT received from 30196 for REQUEST 1741767152662
[2025-03-12 17:12:33,860] [INFO] [30008] COMMIT received from 30105 for REQUEST 1741767152662
[2025-03-12 17:12:33,862] [INFO] [30008] COMMIT received from 30042 for REQUEST 1741767152662
[2025-03-12 17:12:33,950] [INFO] [30008] PREPARE received from 30024 for REQUEST 1741767152662
[2025-03-12 17:12:33,978] [INFO] [30008] PREPARE received from 30031 for REQUEST 1741767152662
[2025-03-12 17:12:33,988] [INFO] [30008] COMMIT received from 30024 for REQUEST 1741767152662
[2025-03-12 17:12:34,082] [INFO] [30008] COMMIT received from 30170 for REQUEST 1741767152662
[2025-03-12 17:12:34,103] [INFO] [30008] COMMIT received from 30031 for REQUEST 1741767152662
[2025-03-12 17:12:34,226] [INFO] [30008] PRE-PREPARE received: {'request_id': 1741767154166, 'data': 'llapbft_message_1741767154166', 'timestamp': 1741767154.1986613, 'leader': 30135, 'cluster_id': 2, 'cluster_ports': [30004, 30007, 30008, 30014, 30015, 30024, 30031, 30032, 30034, 30037, 30039, 30040, 30042, 30048, 30057, 30065, 30068, 30073, 30076, 30082, 30083, 30085, 30098, 30105, 30108, 30110, 30115, 30119, 30123, 30129, 30135, 30136, 30140, 30141, 30146, 30149, 30152, 30153, 30156, 30160, 30162, 30164, 30166, 30167, 30170, 30175, 30185, 30187, 30191, 30194, 30196, 30198], 'cluster_manager': {'host': 'localhost', 'port': 30032, 'latitude': 36.6267404, 'longitude': 127.4587946, 'altitude': 76, 'offset_m': 'lat: 15 m, lng: 26 m, alt: 76 m'}, 'simulated_delay': 0.00015333333333333334, 'distance': 91.29681666211003, 'message_size_bits': 5520}
[2025-03-12 17:12:34,228] [INFO] [30008] Broadcasting PREPARE: REQUEST 1741767154166
[2025-03-12 17:12:34,236] [INFO] [30008] PREPARE received from 30175 for REQUEST 1741767154166
[2025-03-12 17:12:34,236] [INFO] [30008] Broadcasting COMMIT: REQUEST 1741767154166
[2025-03-12 17:12:34,270] [INFO] [30008] PREPARE received from 30034 for REQUEST 1741767154166
[2025-03-12 17:12:34,270] [INFO] [30008] PREPARE received from 30187 for REQUEST 1741767154166
[2025-03-12 17:12:34,270] [INFO] [30008] PREPARE received from 30105 for REQUEST 1741767154166
[2025-03-12 17:12:34,270] [INFO] [30008] PREPARE received from 30065 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30115 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30085 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30141 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30185 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30083 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30119 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30194 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30170 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30123 for REQUEST 1741767154166
[2025-03-12 17:12:34,474] [INFO] [30008] PREPARE received from 30110 for REQUEST 1741767154166
[2025-03-12 17:12:34,477] [INFO] [30008] PREPARE received from 30037 for REQUEST 1741767154166
[2025-03-12 17:12:34,477] [INFO] [30008] PREPARE received from 30152 for REQUEST 1741767154166
[2025-03-12 17:12:34,478] [INFO] [30008] PREPARE received from 30146 for REQUEST 1741767154166
[2025-03-12 17:12:34,478] [INFO] [30008] PREPARE received from 30166 for REQUEST 1741767154166
[2025-03-12 17:12:34,478] [INFO] [30008] PREPARE received from 30082 for REQUEST 1741767154166
[2025-03-12 17:12:34,478] [INFO] [30008] PREPARE received from 30153 for REQUEST 1741767154166
[2025-03-12 17:12:34,478] [INFO] [30008] PREPARE received from 30167 for REQUEST 1741767154166
[2025-03-12 17:12:34,735] [INFO] [30008] COMMIT received from 30166 for REQUEST 1741767154166
[2025-03-12 17:12:34,737] [INFO] [30008] COMMIT received from 30119 for REQUEST 1741767154166
[2025-03-12 17:12:34,737] [INFO] [30008] COMMIT complete. Sending PRE-REPLY: REQUEST 1741767154166 directly to Manager 30032
[2025-03-12 17:12:34,737] [INFO] [30008] COMMIT received from 30082 for REQUEST 1741767154166
[2025-03-12 17:12:34,737] [INFO] [30008] PREPARE received from 30098 for REQUEST 1741767154166
[2025-03-12 17:12:34,737] [INFO] [30008] COMMIT received from 30115 for REQUEST 1741767154166
[2025-03-12 17:12:34,740] [INFO] [30008] PREPARE received from 30156 for REQUEST 1741767154166
[2025-03-12 17:12:34,741] [INFO] [30008] PREPARE received from 30108 for REQUEST 1741767154166
[2025-03-12 17:12:34,741] [INFO] [30008] PREPARE received from 30162 for REQUEST 1741767154166
[2025-03-12 17:12:35,103] [INFO] [30008] PREPARE received from 30164 for REQUEST 1741767154166
[2025-03-12 17:12:35,103] [INFO] [30008] PREPARE received from 30140 for REQUEST 1741767154166
[2025-03-12 17:12:35,106] [INFO] [30008] COMMIT received from 30085 for REQUEST 1741767154166
[2025-03-12 17:12:35,106] [INFO] [30008] COMMIT received from 30048 for REQUEST 1741767154166
[2025-03-12 17:12:35,106] [INFO] [30008] COMMIT received from 30034 for REQUEST 1741767154166
[2025-03-12 17:12:35,106] [INFO] [30008] PREPARE received from 30048 for REQUEST 1741767154166
